대분류코드,대분류명,소분류코드,소분류명,백문일련번호,주제,질문,답변,원문링크
97,복지,390,기초생활보장,5737,기초생활보장 신청 안내,기초생활보장 신청을 하려는데 어디서 해야하나요? 그리고 신청 후 결과는 언제 알 수 있나요?,"기초생활보장은 주민등록상 주소지 관할 시·군·구청에서 연중 신청이 가능합니다. 일반적으로 신청일로부터 30일 이내에 선정되며, 소득·재산 등의 조사에 시일이 걸리는 등 특별한 사유가 있는 경우에는 60일 이내에 선정하여 해당 기관에서 서면으로 결과를 통지합니다.
◇
기초생활보장 신청하기
☞ 기초생활보장 신청은 수급권자 본인, 친족 및 그 밖의 관계인은 관할 특별자치시장·특별자치도지사·시장·군수·구청장(자치구의 구청장을 말하며, 이하 ""시장·군수·구청장""이라 함)에게 수급권자에 대한 급여를 신청할 수 있습니다.
☞ 급여의 신청을 하려는 사람은 신청서에 구비서류를 첨부하여 거주지를 관할하는 시장·군수·구청장(주거가 일정하지 않은 경우에는 실제 거주하는 지역을 관할하는 시장·군수·구청장을 말함)에게 제출해야 합니다.
[표]
신청서 ( 필수 ) | 구비서류 ( 필요시 )
·사회보장급여 신청서 ·금융정보 등 제공 동의서(부양의무자 포함) | ·가족관계기록사항에 관한 증명서 ·임대차계약서 등 임대차계약관계를 증빙할 수 있는 서류 ·사용대차 확인서 ·소득·재산 확인서류 ·위임장 및 신분확인서류 ·외국인등록사실증명서 ※조사과정에서 구비서류 외 추가자료 제출 요구 가능
[표 끝]
◇
기초생활보장 신청에 따른 처리기한
☞ 신청일부터 30일 이내에 선정 여부가 통지됩니다.
☞ 다만, 다음의 어느 하나에 해당하는 경우에는 신청일부터 60일 이내에 통지할 수 있습니다.
√ 부양의무자의 소득·재산 등의 조사에 시일이 걸리는 특별한 사유가 있는 경우
√ 수급권자 또는 부양의무자가 조사나 자료제출 요구를 거부·방해 또는 기피하는 경우",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=2&cciNo=1&cnpClsNo=1
97,복지,390,기초생활보장,5744,부정수급 등에 따른 처리,기초생활수급자가 허위로 고용임금 확인서를 발급받아 기초생활보장 급여를 받은 경우에는 어떻게 되나요?,"기초생활수급자가 허위로 고용임금 확인서를 발급받아 기초생활보장 급여를 받은 경우 부정수급에 해당됩니다. 부정수급자에 해당하는 경우 그간 지급한 보장비용의 전부 또는 일부를 징수할 수 있습니다.
보장기관(급여를 지급하는 국가 또는 지방자치단체)은 급여의 지급 정지 또는 변경, 보장비용의 징수와 함께 부정수급기간이 6개월 이상 또는 부정수급금액이 1,000만원 이상인 사람에 대해서는 형사고발조치를 할 수 있습니다. 또한 위 기준에 미달하더라도 고의성이 농후하거나, 부정수급을 부인하여 보장비용징수를 거부하는 경우에도 고발조치 할 수 있으니 유의해야 합니다.
◇
“
부정수급
”
이란
☞ 속임수나 그 밖의 부정한 방법으로 급여를 받거나 타인으로 하여금 급여를 받게 한 경우 그 급여를 받은 사람 또는 급여를 받게한 경우를 말합니다.
☞ 수급자뿐만 아니라 부양의무자, 기타 관계인(예를 들어, 수급자에게 허위로 고용임금 확인서를 발급해준 고용주)도 부정수급자에 해당될 수 있습니다.
◇
보장비용의 징수
☞ 부정수급자에 해당하는 경우 그간 지급한 보장비용의 전부 또는 일부를 징수할 수 있습니다.
☞ 징수대상보장비용 전액으로 하되, 부정수급자가 2명 이상인 경우에는 부정수급자의 수로 나눈 금액을 각각 징수합니다.
☞ 보장비용을 징수하는 경우에는 30일 이상의 기한을 정하여 납부통지를 해야 하며, 부양의무자 또는 부정수급자가 납부기한 내에 납부하지 않은 경우에는 30일 이상의 기한을 정하여 납부를 독촉합니다.
◇
부정수급자에 대한 법적 제재
☞ 거짓이나 그 밖의 부정한 방법으로 급여을 받거나 다른 사람으로 하여금 급여를 받게 한 사람, 지급받은 급여를 목적 외의 용도로 사용한 사람은 1년 이하의 징역, 1천만원 이하의 벌금, 구류 또는 과료에 처해집니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=4&cciNo=1&cnpClsNo=2
97,복지,390,기초생활보장,5739,기준 중위소득,"기초생활보장제도 급여 선정의 기준이 되는 ""기준 중위소득""이 무엇인지 궁금합니다.","“기준 중위소득”이란 보건복지부장관이 급여의 기준 등에 활용하기 위하여 중앙생활보장위원회의 심의·의결을 거쳐 고시하는 국민 가구소득의 중위 값을 말합니다. 기준 중위소득은 급여종류별 선정기준과 생계급여 지급액을 정하는 기준이고, 부양의무자의 부양능력을 판단하는 기준이 됩니다. 2026년 1인가구 기준 중위소득은 2,564,238원입니다.
◇
기준 중위소득
☞ “기준 중위소득”이란 보건복지부장관이 급여의 기준 등에 활용하기 위하여 중앙생활보장위원회의 심의·의결을 거쳐 고시하는 국민 가구소득의 중위 값을 말합니다.
☞ 기준 중위소득은 급여종류별 선정기준과 생계급여 지급액을 정하는 기준이고, 부양의무자의 부양능력을 판단하는 기준이 됩니다.
◇
2026
년
기준 중위소득
[표]
1 인가구 | 2 인가구 | 3 인가구 | 4 인가구
2,564,238 | 4,199,292 | 5,359,036 | 6,494,738
5 인가구 | 6 인가구 | 7 인가구 | * 8인 이상 가구: 1인 증가 시 959,198원씩 증가
7,556,719 | 8,555,952 | 9,515,150
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=2&cciNo=2&cnpClsNo=2
97,복지,390,기초생활보장,5740,재산의 소득환산율,주거용 재산 1억 6천만 원과 일반재산 3천만 원이 있는 세종시 주거수급 가구의 재산 소득환산액 계산법과 기준 충족 여부가 궁금합니다.,"재산은 소득으로 환산해 기초생활보장수급자 선정의 기초로 사용합니다. 재산의 소득환산방법은 「국민기초생활보장법」 및 보건복지부고시에 따른 기준을 적용합니다.
세종시 주거용재산 한도액 1억 4,600만원을 초과하는 2천만원과 일반재산 3천만원은 우선 일반재산 소득환산율 월 4.17%가 적용됩니다. 세종시 주거용재산 한도액 1억 4,600만원에서 세종시 기본재산액 7,700만원을 공제하고, 주거용재산 한도액에서 기본재산액 공제 후 차액 6,900만원은 주거용재산 소득환산율 월 1.04%가 적용됩니다.
◇
재산의 소득환산액 계산하기
☞ 재산은 소득으로 환산해 기초생활보장수급자 선정의 기초로 사용합니다.
재산의 소득환산액은 개별가구의 재산가액에서 기본재산액(기초생활의 유지에 필요하다고 보건복지부장관이 정하여 고시하는 재산액) 및 부채를 공제한 금액에 소득환산율을 곱하여 산정합니다.
√ 재산의 소득환산액 = (재산가액 – 기본재산액 – 부채) × 소득환산율
◇
재산가액
☞ 재산가액은 조사일을 기준으로 공적자료로 조회된 가격을 적용하여 산정합니다.
[표]
주거용재산 한도액 | 서울 | 경기 | 광역 ･ 세종 ･ 창원 | 그 외 지역
생계 ･ 의료 주거 ･ 교육급여 | 17,200만원 | 15,100만원 | 14,600만원 | 11,200만원
[표 끝]
◇
기본재산액
☞ 보장가구의 기본적 생활 유지에 필요하다고 인정되어 보건복지부장관이 정하여 고시하는 금액으로 소득환산에서 제외되는 재산가액을 말합니다.
[표]
기본재산액 구분 | 서울 | 경기 | 광역 ･ 세종 ･ 창원 | 그 외 지역
생계 ･ 의료 주거 ･ 교육급여 | 9,900만원 | 8,000만원 | 77,00만원 | 53,00만원
[표 끝]
◇
부채
☞ 임대보증금(전세금을 포함) 및 금융회사등으로부터 받은 대출금과 및 주택연금과 농지연금의 누적액, 그 밖에 보건복지부장관이 정하여 고시하는 금융회사 외 기관 대출금, 법에 근거한 공제회 대출금, 법원에 의해 확인된 사채 중 미상환액을 말합니다.
◇
재산의 소득환산율
☞ 재산 종류별 소득환산율은 다음과 같습니다.
[표]
구분 | 주거용재산 | 일반재산 | 금융재산 | 소득환산율이 100% 적용되는 자동차
수급 ( 권 ) 자 | 월 1.04% | 월 4.17% | 월 6.26% | 월 100%
부양의무자 | 월 1.04% | 월 2.08%
[표 끝]",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=2&cciNo=2&cnpClsNo=3
97,복지,390,기초생활보장,5743,기초생활보장수급자 면제제도,주민등록증 재발급 수수료 면제 외에 기초생활수급자가 받을 수 있는 다른 감면 혜택은 무엇이 있나요?,"기초생활수급자는 주민등록증의 재발급을 신청하는 경우에 수수료가 면제됩니다. 또한 자동차검사수수료, TV 수신료가 면제되며 주민세가 부과되지 않습니다. 또한 전기요금, 도시가스요금, 상·하수도 요금 등이 감면됩니다.
◇
주민등록증 발급 수수료 등 면제
☞ 수급자가 주민등록표의 열람, 주민등록표 등·초본의 교부, 주민등록증의 재발급을 신청하는 경우에는 수수료가 면제됩니다.
◇
자동차검사수수료 면제
☞ 수급자가 자동차 정기검사 및 종합검사를 받는 경우 검사 수수료가 면제됩니다.
◇
TV
수신료 면제
☞ 수급자가 소지한 수상기에 대해서는 수신료가 면제됩니다.
√ 생계급여, 의료급여 수급자 지원
√ 주거급여, 교육급여 수급자 제외
◇
주민세 비과세
☞ 기초생활수급자에게는 주민세[과세기준일 현재 지방자치단체에 주소(외국인의 경우에는 「출입국관리법」에 따른 체류지를 말함)를 둔 개인분]가 부과되지 않습니다.
◇
기초생활보장수급자 및 저소득층을 위한
감면제도
☞ 전기요금 할인
☞ 상·하수도 요금 감면
☞ 종량제 폐기물 수수료 감면
☞ 에너지바우처(난방비 지원) 지급
☞ 통신요금 감면
☞ 도시가스요금 감면
☞ 문화누리카드 이용료 지원",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=3&cciNo=3&cnpClsNo=1
97,복지,390,기초생활보장,5742,압류방지 전용통장,기초생활보장 수급자로 선정되었는데 현재 통장이 압류가 되어있어서 급여를 받을 수 있을지 걱정됩니다.,"수급자에게 지급된 수급품과 이를 받을 권리는 「국민기초생활 보장법」에 따라 압류할 수 없으며, 급여수급계좌의 예금에 관한 채권은 압류할 수 없습니다. 압류방지 전용통장을 개설하여 급여를 지급 받으시면 됩니다.
◇
급여의 보호
☞ 수급자에게 지급된 수급품과 이를 받을 권리는 압류할 수 없으며, 급여수급계좌의 예금에 관한 채권은 압류할 수 없습니다.
◇
압류방지 전용통장
☞ 압류방지 전용통장(행복지킴이 통장)은 기초생활수급자의 급여만 입금되고 그 외의 금원은 입금이 차단되는 통장으로 수급자의 급여압류에 따른 생활곤란을 해소하기 위한 것으로 기초생활수급자만 개설이 가능합니다.
√ 시중은행･우체국･신협･새마을금고 등 금융권에 수급자 증명서를 함께 제출하여 압류방지 전용통장을 개설할 수 있음
√ 압류방지 전용통장 개설 후 차세대사회보장정보시스템 계좌관리 / 압류방지계좌 등록 관리에 등록
☞ 압류방지 전용통장은 기초생활수급자가 지급받는 급여만 입금되며 그 이외의 금원은 입금될 수 없습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=3&cciNo=1&cnpClsNo=1
97,복지,390,기초생활보장,5741,생계급여액 계산하기,소득인정액이 15만원인 1인 가구 기초생활보장수급자가 실제로 받을 수 있는 월 생계급여액은 얼마인가요?,"2026년 생계급여 기준 중위소득은 1인가구의 경우 2,564,238원입니다. 생계급여 지급기준은 기준 중위소득의 32% 이하이므로 820,556원에서 소득인정액 150,000원을 차감한 670,556원을 생계급여액으로 받으실 수 있습니다.
◇
생계급여
☞ 생계급여는 수급자에게 의복, 음식물 및 연료비와 그 밖에 일상생활에 기본적으로 필요한 금품을 지급하여 그 생계를 유지하게 하는 것을 말합니다.
☞ 생계급여의 수급권자는 부양의무자가 없거나, 부양의무자가 있어도 부양능력이 없거나 부양을 받을 수 없는 사람으로서 가구의 소득인정액이 생계급여 선정기준 이하인 사람을 대상으로 지급합니다.
◇
생계급여 기준
◇
생계급여액 계산하기
☞ 생계급여액은 생계급여 선정기준(생계급여최저보장수준)에서 가구의 소득인정액을 차감한 금액을 말합니다.
√ 생계급여액 = 생계급여 최저보장수준(대상자 선정기준) – 소득인정액",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=1533&ccfNo=3&cciNo=2&cnpClsNo=1
84,부동산/임대차,190,이사,3026,이삿짐 피해분쟁 예방하기,곧 이사를 할 예정인데 혹시라도 이사업체와 분쟁이 생길까 걱정됩니다. 이삿짐 관련 피해분쟁을 미리 예방할 수 있는 방법이 있나요?,"다음의 항목들을 실천하면 이삿짐 피해분쟁을 예방할 수 있습니다. ① 반드시 이사업체와 검인계약서를 작성하고 1부씩 보관하세요. 계약서를 작성하지 않아 계약조건 변경이나 계약불이행으로 인한 분쟁이 일어나는 것을 막을 수 있습니다. ② 이사업체의 피해보상 이행보증금 또는 보증보험 가입 여부를 확인하세요. ③ 귀중품은 이사 전에 본인이 따로 보관하세요. ④ 이사작업 전에 파손 및 훼손되어 있는 물품을 확인하고 그러한 우려가 있는 품목은 따로 지정하세요. ⑤ 작업 중 문제가 발생하면 즉시 현장 책임자와 확인하여 조치하세요. ⑥ 보관이사의 경우 별도의 이사화물 보관계약서를 작성하세요.
◇ 이삿짐 피해분쟁 예방하기
☞ 이삿짐 피해분쟁은 책임소재가 불명확한 경우가 많으므로 무엇보다 분쟁이 일어나지 않도록 최대한 미리 예방하는 것이 중요합니다.
☞ 귀찮고 힘든 이삿짐 피해분쟁 예방하기, 어떻게 하면 될까요?
· 반드시 이사업체와 검인계약서를 작성하고 1부씩 보관하세요. 계약서를 작성하지 않아 계약조건 변경이나 계약불이행으로 인한 분쟁이 일어나는 것을 막을 수 있습니다.
· 이사업체의 피해보상 이행보증금 또는 보증보험 가입 여부를 확인하세요.
· 귀중품은 반드시 이사 전에 본인이 보관하세요. 특히 귀중품의 파손 등으로 인한 분쟁을 막기 위해서는 이사 전에 작업자와 함께 기존에 파손되어 있는 물품을 확인하는 것이 좋습니다.
· 이사작업 전에 파손 및 훼손되어 있는 물품을 확인하고 그러한 우려가 있는 품목은 따로 지정하세요.
· 작업 중 문제가 발생하면 즉시 현장 책임자와 확인하여 조치하세요.
· 보관이사의 경우에는 별도의 이사화물 보관계약서를 작성하세요.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=3&cciNo=2&cnpClsNo=2
84,부동산/임대차,190,이사,3022,중개보수의 계산,"오피스텔 월세계약이 보증금 500만원에 월 35만원인데, 중개보수로 30만원을 달라고 합니다. 보수가 많은 것 같은데 이 금액이 맞는 건가요?","청구된 보수가 약간 많은 것 같습니다. 오피스텔의 중개에 대한 보수는 매매·교환의 경우에는 거래금액의 0.5% 이내, 임대차 등의 경우에는 거래금액의 0.4% 이내에서 정하고 있습니다.
◇ 중개보수의 계산방법
☞ 주택임대차에서 월세인 경우 거래금액의 계산방법은
① 보증금 외에 차임이 있는 경우 : (월 차임액 × 100) + 보증금
② ①의 금액이 5천만원 미만인 경우 : (월 차임액 × 70) + 보증금입니다.
☞ 보증금 500만원에 월35만원을 ①과 같이 계산했을 때 5천만원 미만에 해당하므로 정확한 계산은 ②번입니다. 즉, (350,000 × 70) + 5,000,000 = 29,500,000원이 거래금액입니다.
☞ 거래금액 29,500,000원인 오피스텔의 중개보수율은 0.4% 이하인데 보통은 0.4%의 요율로 계산한 금액을 받습니다. 따라서 중개보수는 29,500,000원 × 0.4% = 118,000 원입니다. 이보다 많은 금액을 청구하는 것은 불법이므로 차액은 주지 않으셔도 됩니다.
☞ 또한 주택 외 부동산의 거래 시 거래금액의 0.9% 이내에서 중개의뢰인과 부동산 개업공인중개사가 협의해 결정하도록 하고 있으므로, 너무 금액이 과다하다고 생각될 경우에는 적용 요율을 낮추어 주도록 개업공인중개사와 협상을 해 보는 것도 한 방법일 것입니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=2&cciNo=1&cnpClsNo=1
84,부동산/임대차,190,이사,3028,자동차 변경등록,서울에 살다가 청주로 이사를 가게 되었어요. 이런 경우 자동차 변경등록을 해야 하나요?,"이사 등의 사유로 자동차의 사용본거지가 변경되었다면 변경사유가 발생한 날부터 30일 이내에 자동차 변경등록을 해야 하지만, 전입신고를 했다면 별도로 변경등록을 할 필요가 없습니다.
다만, 주소를 서울특별시에서 청주시로 옮기는 것처럼 다른 특별시·광역시 또는 도로 이전하는 경우로서 자동차등록번호판에 관할 관청의 기호표시(예를 들어 ""서울O 가 OOOO"")가 있는 지역 번호판을 사용하는 경우에는 전입신고와 별도로 자동차 변경등록을 신청해야 합니다.
◇ 자동차 변경등록
☞ 이사 등의 사유로 개인 소유 자동차의 사용본거지가 변경되었다면 변경사유가 발생한 날부터 30일 이내에 자동차 변경등록을 해야 하지만, 전입신고를 했다면 별도로 변경등록을 할 필요가 없습니다.
※ 자동차 변경등록을 하지 않은 경우 변경등록 신청 지연기간 90일 이내에는 2만원의 과태료가, 신청 지연기간 90일 초과 174일 이내인 경우에는 2만원의 과태료에 91일째부터 계산하여 3일 초과 시마다 1만원의 과태료가 추가로 부과되고, 신청 지연기간이 175일 이상이면 30만원의 과태료가 부과됩니다.
◇ 자동차 변경등록 신청방법
☞ 자동차 변경등록을 신청하는 경우 다음의 서류를 제출해야 합니다.
· 자동차변경등록신청서
· 변경등록 신청 사유(변경 명세)를 증명하는 서류(사업용 자동차는 「여객자동차 운수사업법」 또는 「화물자동차 운수사업법」에 따른 사업계획의 변경을 증명하는 서류를 포함함)
· 자동차 등록번호판(등록번호가 변경되는 경우만 해당함)
· 대리인이 신청하는 경우에는 위임장 및 위임한 자의 신분을 확인할 수 있는 신분증명서 사본(법인인 경우 법인인감증명서를 말하되, 해당 법인이 제출한 사용인감계를 등록관청이 대조·확인할 수 있는 경우에는 제출하지 않을 수 있음)",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=4&cciNo=1&cnpClsNo=1
84,부동산/임대차,190,이사,3027,장기수선충당금 돌려받기,"전세로 아파트에 살면서 관리비를 납부하고 있는데, 이 중 일부는 이사갈 때 집주인으로부터 돌려받을 수 있다고 들었는데, 맞나요?","해당 내용은 장기수선충당금에 관한 것입니다. ""장기수선충당금""이란 공동주택의 관리주체가 장기수선계획에 따라 공동주택의 주요시설의 교체 및 보수에 필요한 금액을 해당 주택의 소유자로부터 징수하여 적립하는 것을 말합니다.
임차인은 장기수선충당금의 납부의무자가 아니므로 임차인이 해당 주택의 소유자를 대신하여 장기수선충당금을 납부한 경우에는 이사할 때 해당 주택의 소유자에게 그 납부금액의 정산을 받을 수 있습니다.
◇ 장기수선충당금 돌려받기
☞ ""장기수선충당금""이란 공동주택의 관리주체가 장기수선계획에 따라 공동주택의 주요시설의 교체 및 보수에 필요한 금액을 해당 주택의 소유자로부터 징수하여 적립하는 것을 말합니다.
☞ 장기수선충당금 돌려받기
· 장기수선충당금은 해당 주택의 소유자가 납부해야 합니다.
· 임차인은 장기수선충당금의 납부의무자가 아니므로 임차인이 해당 주택의 소유자를 대신하여 장기수선충당금을 납부한 경우에는 이사할 때 해당 주택의 소유자에게 그 납부금액의 정산을 받을 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=3&cciNo=3&cnpClsNo=2
84,부동산/임대차,190,이사,3023,임차권등기명령의 신청비용,"이사를 가야만 하는 상황인데 집주인은 집이 나가야지만 돈을 줄 수 있다고 합니다. 임차권등기명령신청을 할 경우, 신청비용은 얼마인가요?","임차권 등기명령 신청 시 들어가는 비용은 다음과 같습니다.
◇ 임차권등기명령 신청비용의 계산방법
☞ 인지세 : 수입인지 2,000원
☞ 등기수입증지 : 1부동산당 3,000원
☞ 송달료 : 1회 송달료 5,200원 × 6회(당사자 1명당 3회분, 임대인 1명·임차인 1명이면 2×3), 현금으로 지급해야 함.
☞ 등록면허세(지방교육세 포함) : 7,200원
☞ 따라서, 임대인 1명, 임차인 1명, 1개의 주택일 경우 총 신청비용은 43,400원입니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=2&cciNo=2&cnpClsNo=1
84,부동산/임대차,190,이사,3021,중개보수의 부담,전세계약 기간 중 지방으로 이사 가게 되었어요. 집주인은 새로운 임차인을 구하고 이사하라면서 중개보수도 제가 부담해야 한다고 합니다. 정말 제가 내야 하나요?,"임대인과의 협의가 필요한 문제입니다.
◇ 계약기간 중 임대차계약을 해지할 수 있는지 여부
☞ 임대차 계약에 있어서 특별한 사정이 없는 한, 기간을 정한 임대차의 경우 기간이 종료함으로써 계약이 종료되는 것이 원칙입니다. 따라서 계약기간 중 해지가 가능하려면, 임대차계약서 상 계약 해지 사유로 임차인의 사정에 의해 계약 해지가 가능하다는 조항이 있어야 합니다.
◇ 새 임차인을 구해 놓고, 중개보수를 부담하라는 임대인의 요구에 관하여
☞ 계약 기간 중 계약을 종료시키려면 당사자간 해지에 관한 합의가 필요하고, 통상 임대인은 계약해지에 합의해주는 조건으로 새임차인을 구해놓을 것, 중개보수를 부담할 것 등을 요구하고 있습니다. 이는 일종의 조건부 합의해지 또는 기간 전 해지로 인한 손해배상금 청구로 해석될 수 있습니다. 따라서 위 조건을 받아들일지, 중개보수 상당액이 손해배상금으로서 적절한 수준인지는 임차인의 사정에 따라 판단하면 될 것입니다
☞ 참고로, 중개보수는 중개의뢰인 쌍방으로부터 받아야 하고, 개업공인중개사가 실비를 청구할 수 있는 대상은 임대를 하려는 중개의뢰인과 임차를 하려는 중개의뢰인이므로(「공인중개사법」 제32조제3항 및 「공인중개사법 시행규칙」 제20조제1항), 이사를 나가려는 임차인은 중개의뢰인이 아니어서 중개보수를 내지 않아도 된다는 법제처의 해석이 있습니다.
☞ 따라서, 계약 만료 전이라 하더라도 임차인이 중개보수를 부담할 법적의무는 없습니다.
◇ 임대인도 계약기간이 끝날 때까지 보증금을 돌려줄 의무가 없어요.
☞ 그러나, 계약기간 중 임차인의 사정에 의해 임대차계약을 언제든지 해지할 수 있다는 특약을 임대차계약서 상에 별도로 약정하지 않았다면, 임대인은 기간 종료 시까지 보증금을 돌려줄 의무가 없습니다.
☞ 그러므로 계약기간 도중 해지하고 보증금을 돌려받고 나오려면, 결국 임대인과 잘 협의를 하는 것이 최선입니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=1&cciNo=3&cnpClsNo=1
84,부동산/임대차,190,이사,3030,아이 전학시키기,이사를 해서 아이들의 학교를 옮기게 되었어요. 전학절차가 어떻게 되나요?,"초등학생의 경우 새 거주지의 주민센터에 전입신고를 하려가실 때 ""취학아동 전입통지서""를 받아두었다가 이 서류를 학교에 제출하면 바로 전학이 됩니다.
중학생의 경우 ""전학용 재학증명서""를 떼어 해당 교육청에 제출하면 전입신고 시 거주지 관할 교육지원청에서 중학교를 배정해 줍니다.
고등학생의 경우 이사한 주소의 주민등록등본을 떼어 해당 교육청에 제출하여 학교를 배정받은 다음 전학시키면 됩니다.
◇ 아이 전학시키기
☞ 이사로 인해 초등학교의 학생이 전학하는 경우 그 학생의 보호자는 재학 중인 학교의 장과 해당 학생이 전입한 지역을 관할하는 읍·면·동의 장으로부터 전학할 학교로 지정받은 학교의 장에게 각각 그 사실을 알려야 합니다. 이 경우 학생의 보호자로부터 학생의 전학 사실을 통보받은 전학할 학교의 장은 해당 학생의 주소지 변경을 확인하기 위하여 「전자정부법」 제36조제1항에 따른 행정정보의 공동이용을 통하여 주민등록전산정보자료를 확인하여야 하며, 해당 학생의 보호자가 그 확인에 동의하지 않는 경우에는 주소지 변경이 확인되는 서류를 제출하게 해야 합니다.
☞ 이사로 인해 중학생이 전학하는 경우 ""전학용 재학증명서""를 떼어 해당 교육청에 제출하면 전입신고 시 거주지 관할 교육지원청에서 중학교를 배정해 줍니다.
☞ 이사로 인해 고등학생이 전학하는 경우 이사한 주소의 주민등록등본을 떼어 해당 교육청에 제출하여 학교를 배정받으면 됩니다.
· 일반 고등학교 재학생의 경우 거주지가 학군 또는 시·도가 다른 지역에서 이전된 경우에만 전학할 수 있습니다. 새 거주지의 학군에 소재하는 학교에는 결원이 없는 경우, 인근 학군에 소재하는 학교에는 결원이 있고 본인이 원하면 인근 학군에 소재하는 학교로의 전학할 수 있습니다.
※ 일반 고등학교 재학생의 전학절차와 방법에 관한 보다 자세한 사항 및 특성화고, 특목고, 자사고 등 일반고 이외의 고등학교 재학생의 전학절차와 방법에 관한 사항은 각 시·도 교육청에 문의하거나 해당 교육청 홈페이지에 접속하여 확인하실 수 있습니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=4&cciNo=2&cnpClsNo=1
84,부동산/임대차,190,이사,3029,확정일자 받기,"신혼집으로 전세아파트를 얻어 다음 달에 이사합니다. 보증금을 안전하게 지키고 싶은데, 어떻게 하면 되나요?","◇ 확정일자받기
☞ 전세나 월세 세입자의 경우에는 가급적 이사당일에 전입신고를 하고 이와 더불어 임대차계약서상에 확정일자를 받아두는 것이 좋은데요. 이렇게 하면 소중한 보증금을 떼일 염려가 없도록 임차권에 대항력과 우선변제권이라는 힘이 생기기 때문입니다.
☞ 임차인은 주택임대차계약서 원본과 주민등록증, 운전면허증, 여권 또는 외국인등록증 등 본인을 확인할 수 있는 신분증을 소지하고 임차주택 소재지의 읍사무소, 면사무소, 동 주민센터 또는 시·군·구의 출장소에서 방문하면 확정일자를 부여받을 수 있습니다
.
☞ 또한,
정보처리시스템
을 이용하여 주택임대차계약을 체결한 경우 해당 주택의 임차인은 정보처리시스템을 통해 전자계약증서에 확정일자 부여를 신청할 수 있습니다. 이 경우 확정일자 부여 신청은 확정일자부여기관 중 주택 소재지의 읍·면사무소, 동 주민센터 또는 시(특별시·광역시·특별자치시는 제외하고, 특별자치도는 포함)·군·구(자치구를 말함)의 출장소에 대하여 합니다
.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=4&cciNo=1&cnpClsNo=1
84,부동산/임대차,190,이사,3025,주택 월세에 대한 현금영수증 발급방법,월세를 내고 있는데 집주인이 현금영수증 발급이 어렵다고 합니다. 주택 월세 현금영수증은 어떻게 신청하나요? 임대인의 동의도 필요한가요?,"아닙니다. ① 임대사업자가 아닌 임대인에 대한 현금영수증 발급도 가능합니다. 또한 ② 임대인의 동의도 필요하지 않습니다.
◇ 주택 월세에 대한 현금영수증 발급방법
☞ 주택 월세에 대해 현금영수증을 받는 방법은 2가지가 있습니다.
① 인터넷으로 신고하는 방법 : ""국세청 홈택스( https://www.hometax.go.kr )-상담/제보-현금영수증 민원신고-주택임차료(월세)"" 화면에서 현금거래 확인신청 신고서를 작성하고 임대차계약서 사본, 주민등록등본, 계좌이체 내역 등 월세 지급을 확인할 수 있는 서류를 첨부하여 신고하면 됩니다.
② 우편이나 방문해서 신고하는 방법 : 현금거래 확인신청 신고서를 작성하고 임대차계약서 사본, 주민등록등본, 계좌이체 내역 등 월세 지급을 확인할 수 있는 서류를 첨부하여 신고하면 됩니다.
이와 같이 한번만 신고를 하면 계약기간 동안 월세 지급일에 현금영수증이 자동발급됩니다.",https://easylaw.go.kr/CSP/CnpClsMain.laf?popMenu=ov&csmSeq=666&ccfNo=2&cciNo=2&cnpClsNo=5
